hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
POV: I rented my wedding guest dress for a fraction of the price,pov_realism,high,227.6527331,0.9444,495600,9322,57,294,13,11-26,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7373355011432041761
POV: Je boekt één van de mooiste hotels in Griekenland in 2025 ❤️🌴☁️,pov_realism,high,226.4624724,0.9443,820700,2058,20,596,13,11-26,nl,Travel,Itinerary Planning,2024,holidayguru_nl,https://www.tiktok.com/@holidayguru_nl/video/7453772018425646358
"When my boss is talking Here for vibes, not KPIs",pov_realism,high,226.2443439,0.9443,2000000,110600,627,26500,10,6-10,en,Business,Task & Project Management,2024,later.com,https://www.tiktok.com/@later.com/video/7325904417675365665
"When you throw shade but make it pretty, not petty👀",pov_realism,high,222.8495642,0.9436,588100,2756,19,85,10,6-10,en,Lifestyle,Home Decor & DIY,2023,wayfair,https://www.tiktok.com/@wayfair/video/7261251216628354347
POV I have a crush and my brain is empty and I’m just agreeing to everything they say,pov_realism,high,213.1126116,0.9416,978400,14400,12,27,18,11-26,en,Lifestyle,Dating Apps,2023,bumble,https://www.tiktok.com/@bumble/video/7298552081399500075
When you've done SO MUCH work and u think u deserve a treat from foodpanda,pov_realism,high,207.2072072,0.9401,2300000,1728,2,35,15,11-26,en,Food & Drink,Food Delivery,2024,foodpandaph,https://www.tiktok.com/@foodpandaph/video/7382808415061511430
POV: You send a text and forget you not in C.ai,pov_realism,high,204.3063584,0.9395,706900,62400,1261,1238,11,11-26,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7354044960284445970
POV: trying to find YOUR people when you have ADHD,pov_realism,high,199.9306999,0.9382,288500,2374,100,72,10,6-10,en,Health & Fitness,Chronic Condition Management,2024,spoonyapp,https://www.tiktok.com/@spoonyapp/video/7345973305440029954
POV: when the C.ai bot is taking forever to reply,pov_realism,high,194.6820809,0.9372,673600,108700,1462,3877,10,6-10,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7402978878882417927
"When he’s an 10/10 and is really good with money, and saves into a Lifetime ISA for a house deposit",pov_realism,high,186.4768683,0.9354,235800,12400,224,123,20,11-26,en,Finance,Financial Literacy Tools,2022,tembomoney,https://www.tiktok.com/@tembomoney/video/7122711509754498309
When I see that my crush ✨FEELS✨ Has the same passions as me✨,pov_realism,high,185.8870968,0.9352,184400,543,4,8,13,11-26,en,Social Networking,Friend Finders,2023,feels_app,https://www.tiktok.com/@feels_app/video/7210101415354649862
When you check to see if baby is sleeping,pov_realism,high,185.7802772,0.9351,462500,42500,296,10200,9,6-10,en,Photo & Video,Slideshow Creators,2024,chatbooks,https://www.tiktok.com/@chatbooks/video/7453634638544768286
POV Everyone's leaving but I'm stuck with my hw 😭😭😭,pov_realism,high,182.8793774,0.9343,23500,290,0,1,10,6-10,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7436322013628648746
POV: your are pregnant in 2025,pov_realism,high,178.6369894,0.9332,778500,2954,36,41,6,6-10,en,Health & Fitness,Pregnancy Trackers,2025,wemomsus,https://www.tiktok.com/@wemomsus/video/7458237698009091350
POV: Going on a trip to escape my problems only to come back with financial problems,pov_realism,high,172.6843911,0.9319,402700,21500,73,1052,16,11-26,en,Finance,Financial Literacy Tools,2024,moneylion,https://www.tiktok.com/@moneylion/video/7371492333864406315
POV getting ready to show up to your family holiday party knowing your presence is the present,pov_realism,high,170.8820404,0.9315,160800,1866,3,93,17,11-26,en,Education,Professional Development,2022,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7178921015756541227
When I get a follow up email at 8:01am for an email I received yesterday at 4:59pm.,pov_realism,high,166.2632375,0.9304,109900,4345,34,307,17,11-26,en,Shopping,E-commerce Marketplaces,2023,fashwire,https://www.tiktok.com/@fashwire/video/7200878375614008622
When I'm trying to pay He wasn't doing anything,pov_realism,high,163.4253963,0.9298,1500000,173600,546,33800,9,6-10,en,Entertainment,Comedy Platforms,2023,biteable,https://www.tiktok.com/@biteable/video/7233449662366223622
POV: I live with 3 guys,pov_realism,high,162.3809524,0.9293,102300,3957,64,8,6,6-10,en,Lifestyle,Home Decor & DIY,2023,apartmentlist,https://www.tiktok.com/@apartmentlist/video/7228021562081889579
When I see a number that's not in my contacts calling,pov_realism,high,161.254856,0.9291,1100000,10700,190,638,11,11-26,en,Utilities,Network Tools,2025,surfshark,https://www.tiktok.com/@surfshark/video/7457538937591008534
When you scrolling the effects...,pov_realism,high,158.0264072,0.9281,227400,9807,103,80,5,3-5,en,Photo & Video,Video Editing,2022,dizzi_app,https://www.tiktok.com/@dizzi_app/video/7120631345948265734
POV: tmi doesn’t exist in your friendship,pov_realism,high,156.6088954,0.9273,1500000,121000,1276,26000,7,6-10,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7278446798228688136
POV: siempre te toca a ti hacer las fotos,pov_realism,high,149.2746615,0.9253,308700,30300,48,385,9,6-10,es,Photo & Video,Slideshow Creators,2024,dots.memories,https://www.tiktok.com/@dots.memories/video/7373717375587339553
POV: Microlino in Amsterdam,pov_realism,high,148.1829758,0.9251,756400,22800,755,1865,4,3-5,it,Finance,Financial Literacy Tools,2024,thejerryapp,https://www.tiktok.com/@thejerryapp/video/7361508788270124331
When my boss asks how I plan to sell debit cards this week,pov_realism,high,147.768595,0.9249,178800,8768,27,9,13,11-26,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7161571200869862702
Pov: You find a hostel with the best day and night activities bunkers free sangria KARAMBA,pov_realism,high,146.5043478,0.9244,210600,629,5,20,16,11-26,en,Travel,Accommodation Booking,2023,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7210732734556196101
When my boss tells me I have to make a “normal commercial” without my monster mascot that I built in my attic,pov_realism,high,144.7933884,0.924,175200,18300,55,21,22,11-26,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7160004829182496046
POV: You're 20km from running the length of Africa,pov_realism,high,141.3734019,0.9224,536300,43800,91,142,9,6-10,en,Food & Drink,Food Delivery,2024,huel,https://www.tiktok.com/@huel/video/7355094141975432480
POV: You are becoming THAT girl,pov_realism,high,136.6304667,0.9209,465500,22600,121,38,6,6-10,en,Health & Fitness,Meditation & Mindfulness,2021,reflectlyapp,https://www.tiktok.com/@reflectlyapp/video/7028332602796952838
Me when I send a risky message and the energy is reciprocated:,pov_realism,high,135.9834459,0.9206,624300,9433,9,57,12,11-26,en,Lifestyle,Dating Apps,2023,bumble,https://www.tiktok.com/@bumble/video/7287440380843396395
POV: you show off the cutest book tracker 💐❤️,pov_realism,high,135.758954,0.9205,119400,292,5,11,9,6-10,en,Books,Reading Trackers,2024,booklyapp,https://www.tiktok.com/@booklyapp/video/7443464330483469590
POV: I attended 10 weddings in a year & rented all my dresses instead 💕,pov_realism,high,135.0941663,0.9201,294100,3614,44,107,15,11-26,en,Shopping,E-commerce Marketplaces,2025,byrotation,https://www.tiktok.com/@byrotation/photo/7455982571759979809
POV: you can travel worry-free because you have the Air Doctor app,pov_realism,high,133.3032083,0.9197,147500,7591,415,1577,12,11-26,en,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7354033171249270032
POV: You insist your stainless steel pan is non-stick.,pov_realism,high,132.2091701,0.9189,348900,1476,41,71,9,6-10,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7351867851092856110
POV I'm 78 and still in love with the situationship that I never really dated,pov_realism,high,131.6488782,0.9185,604400,16600,97,1264,15,11-26,en,Lifestyle,Dating Apps,2023,bumble,https://www.tiktok.com/@bumble/video/7268431903462624555
POV: You're escape from reality,pov_realism,high,131.224582,0.9182,145200,7449,49,6,5,3-5,en,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7342503427773123842
POV you’re a creator that just wants a cup of coffee but....,pov_realism,high,129.1049383,0.9174,418300,67600,39,133,12,11-26,en,Social Networking,Link Sharing/ Bio Management,2023,linktr.ee,https://www.tiktok.com/@linktr.ee/video/7273953566656679175
POV: You get a HighPeak MiniProjector for Christmas,pov_realism,high,128.2442748,0.9172,8400000,26800,318,3331,8,6-10,en,Shopping,E-commerce Marketplaces,2022,highpeakco,https://www.tiktok.com/@highpeakco/video/7171670949735959850
POV: Taking a picture with your gf,pov_realism,high,126.3217737,0.9163,222200,2513,29,437,7,6-10,en,Photo & Video,Photo Editing,2024,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7449009302041316626
POV: You met on a dating app for single parents,pov_realism,high,125.8622102,0.9161,768200,1880,39,54,10,6-10,en,Social Networking,Friend Finders,2024,stirdatingapp,https://www.tiktok.com/@stirdatingapp/video/7337755461803969834
pov: you just found out that ed sheeran has now completed all the main math symbols with his album titles.,pov_realism,high,122.1804511,0.9143,97500,7612,20,42,20,11-26,en,Social Networking,Video Communities,2023,okcool,https://www.tiktok.com/@okcool/video/7206035251594890501
"POV: I made £1,800 renting my dress to 24 women",pov_realism,high,120.6247129,0.9136,262600,9980,50,125,10,6-10,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7448192122794151201
Pov: you can’t agree on a movie to watch ...so your boyfriend builds you an app😢,pov_realism,high,119.6581197,0.9132,1400000,90100,782,16900,16,11-26,en,Entertainment,Movie Recommendation Tools,2023,hand_shake_app,https://www.tiktok.com/@hand_shake_app/video/7255099730714184966
When I pay all my bills and my credit score goes down,pov_realism,high,117.2727273,0.9122,141900,5615,29,7,12,11-26,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7153376948926844202
POV: Paris in two weeks,pov_realism,high,116.764573,0.9117,129200,105,1,2,5,3-5,en,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7332782767610105089
pov: you did a cheat meal,pov_realism,high,116.5390505,0.9116,76100,3415,39,49,6,6-10,en,Health & Fitness,Diet & Nutrition,2024,calorie.scanner,https://www.tiktok.com/@calorie.scanner/video/7418186972398685456
Me when I actually have cash in my purse for once,pov_realism,high,115.9351522,0.911,146600,612,6,100,11,11-26,en,Finance,Financial Literacy Tools,2023,tembomoney,https://www.tiktok.com/@tembomoney/video/7198081250706394373
POV: you snuck into North Korea to clear the map on Superlocal,pov_realism,high,112.8101037,0.9096,250100,3379,83,31,12,11-26,en,Navigation,GPS & Maps,2023,superlocalapp,https://www.tiktok.com/@superlocalapp/video/7255301697071811886
When you’re about to pay and shipping says “$9.99”,pov_realism,high,111.789516,0.9089,278300,1538,33,53,9,6-10,en,Photo & Video,Slideshow Creators,2022,chatbooks,https://www.tiktok.com/@chatbooks/video/7059854381117721903
Pov: on est passé de potes de prépa à créer ensemble une appli ❤️,pov_realism,high,109.9546201,0.9079,569400,27200,136,674,14,11-26,fr,Education,Exam Preparation,2023,retroc_,https://www.tiktok.com/@retroc_/photo/7242006735907523866
POV: you submit 10 assignmnets late Grade: 96%,pov_realism,high,107.3929961,0.9063,13800,39,0,0,8,6-10,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437249547421748526
When your ADHD takes over... on social media for 5h,pov_realism,high,105.754386,0.9051,150700,529,4,5,10,6-10,en,Productivity,Focus Timers,2022,withopal,https://www.tiktok.com/@withopal/video/7078688625373826309
When you've slowly recovered from your c.ai addiction c.ai Character.ai,pov_realism,high,104.4797688,0.9044,361500,31900,446,133,10,6-10,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7324553938877861127
POV: Can't find a good Birthday Card ;(,pov_realism,high,102.8960818,0.9033,30200,58,3,2,8,6-10,en,Photo & Video,Card Makers,2024,sillyrobotcards,https://www.tiktok.com/@sillyrobotcards/video/7359695082678766880
POV Math is a lil too hard this semester,pov_realism,high,102.7237354,0.9032,13200,45,0,1,9,6-10,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437131149547146542
When you’re supposed to be studying for history,pov_realism,high,102.2222222,0.903,2300000,67300,477,2241,8,6-10,en,Education,Study Aids & Flashcards,2023,quizlet,https://www.tiktok.com/@quizlet/video/7292529717951876395
Pov: you find Photomath but for every subject,pov_realism,high,100.1435338,0.9016,697700,6144,40,61,8,6-10,en,Education,AI Study Tools,2023,picsolve,https://www.tiktok.com/@picsolve/video/7283704726439447854
POV: Your head's spinning,pov_realism,high,100.0,0.9016,66300,26,0,2,4,3-5,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7421100536092445985
Me: One kid is enough... (App: CloneAi),pov_realism,high,99.15780142,0.9011,671100,6677,166,1997,7,6-10,en,Entertainment,Meme Generators,2024,cloneaiapp,https://www.tiktok.com/@cloneaiapp/video/7452721249899384082
POV: you’re playing our drinking game app with your date and he would rather marry his ex💀,pov_realism,high,91.5625,0.8962,29300,135,1,7,17,11-26,en,Games,Party Games,2023,woozepartygame,https://www.tiktok.com/@woozepartygame/video/7250806978010828058
"POV: your teacher says you have 2 weeks to prepare for finals, but you're not worried🤣",pov_realism,high,91.05058366,0.896,11700,81,1,0,16,11-26,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7436322016543673642
"When the job listing says entry-level, but the requirements say 3-5 years of experience",pov_realism,high,88.62911796,0.8946,83400,3211,12,42,14,11-26,en,Education,Professional Development,2023,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7195687415187541290
POV: You sync with your friends on Stardust and realize you have the longest period out of everyone,pov_realism,high,87.52203246,0.8938,720000,54800,955,1172,18,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2022,stardust.app,https://www.tiktok.com/@stardust.app/video/7104325070717259054
POV: you make £960+ by renting out your dress 29 times! 🔄,pov_realism,high,86.86265503,0.8932,189100,3220,48,27,12,11-26,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7330705338552880416
POV We're using 99% of our power for next semester's assignments,pov_realism,high,86.38132296,0.8927,11100,44,0,2,11,11-26,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437249547421682990
POV: you're skipping through the story of someone who posts screenshots of their portfolio every 2 minutes,pov_realism,high,86.06557377,0.8925,2100000,202700,331,423,17,11-26,en,Finance,Stock Market Analysis,2022,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7148094902948138283
When my boss tells me my work bestie is quitting and I don't get a raise This is so bizarre,pov_realism,high,84.3710846,0.8912,774400,40000,109,2656,20,11-26,en,Entertainment,Comedy Platforms,2022,biteable,https://www.tiktok.com/@biteable/video/7104272990464134406
POV: When You Win an Esports Tournament on Ignite Tournaments,pov_realism,high,80.17402113,0.8872,64500,152,3,0,10,6-10,en,Games,Action & Adventure,2023,ignitetournaments,https://www.tiktok.com/@ignitetournaments/video/7301732227262696750
POV - I finished THAT assignment,pov_realism,high,79.37743191,0.8864,10200,17,0,0,6,6-10,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437131066357321002
POV: After the C.ai incident has happened,pov_realism,high,79.13294798,0.8862,273800,27200,306,671,7,6-10,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7372517797445848327
POV: I'm giving up on online dating,pov_realism,high,78.79490151,0.8858,6800000,5366,29,61,7,6-10,en,Social Networking,Dating Apps,2023,okcupid,https://www.tiktok.com/@okcupid/video/7203084923081674027
When you do your Finish your homework fast,pov_realism,high,78.74264389,0.8856,548600,23600,121,464,8,6-10,en,Education,AI Study Tools,2023,picsolve,https://www.tiktok.com/@picsolve/video/7223593801409924394
When I got my schedule for school and see I have math first period,pov_realism,high,78.59922179,0.8853,10100,43,0,0,14,11-26,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437131066357370154
POV: On décide de tout plaquer pour créer l’appli de nos rêves,pov_realism,high,78.41750288,0.8852,476700,16400,192,413,12,11-26,fr,Entertainment,Comedy Platforms,2023,sheech.app,https://www.tiktok.com/@sheech.app/photo/7249756049631153434
POV: you hop on the dining table in the hostel and instantly meet people from all over the world!,pov_realism,high,78.4,0.8851,112700,2563,41,64,19,11-26,en,Travel,Accommodation Booking,2024,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7335390965823212806
POV: you saw that terrifying study motivation vid 💀 now you HAVE TO find a way to win,pov_realism,high,77.15196599,0.8841,72600,206,3,4,18,11-26,en,Education,AI Study Tools,2024,turbolearn.ai4,https://www.tiktok.com/@turbolearn.ai4/video/7417874530271563026
POV: your dog is turning 13 😭,pov_realism,high,75.32652577,0.8826,475800,53600,299,7436,7,6-10,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7219461285233069354
When I use photomath,pov_realism,high,75.08171206,0.8823,9648,6,0,1,4,3-5,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437131149547244846
POV: THIS IS YOU...,pov_realism,high,74.25076453,0.8817,60700,37,0,0,4,3-5,en,Education,Study Aids & Flashcards,2024,deepstash.app,https://www.tiktok.com/@deepstash.app/video/7400056897442745632
POV: you and your wife have a race every day to get home first😭❤️,pov_realism,high,71.07707758,0.8786,283100,9591,42,4217,14,11-26,en,Shopping,E-commerce Marketplaces,2024,togetherkeys1,https://www.tiktok.com/@togetherkeys1/video/7418641299047206174
When you can’t get over Sabrina Carpenter’s style,pov_realism,high,70.92328893,0.8784,154400,4662,15,52,8,6-10,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7359619672511139105
POV: it’s raining and there’s a storm outside but you paid too much for this vacation,pov_realism,high,70.26456091,0.8777,698500,34800,240,11400,16,11-26,en,Travel,Adventure Travel,2023,travel,https://www.tiktok.com/@travel/video/7253985939209391387
"POV: When you were playing Kahoot, you used Uknow.AI app and won first 🏆",pov_realism,high,69.75875486,0.8771,8964,20,0,0,14,11-26,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437248124298562858
POV: you find a guy at a Singles bar and finish the night together at McDonald’s.,pov_realism,high,69.57403651,0.8768,343000,23100,104,172,16,11-26,en,Social Networking,Event-Based Networks,2021,thursdaydating,https://www.tiktok.com/@thursdaydating/video/7031263477037681925
POV: on a un eye contact et je tombe immédiatement amoureuse,pov_realism,high,68.71199558,0.8761,497200,1346,15,5,11,11-26,fr,Social Networking,Dating Apps,2023,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7193078633144143109
Pov : on t'as dit que c'était « facile » de conduire un scooter pour la première fois à Bali,pov_realism,high,68.16647919,0.8753,60600,649,13,477,20,11-26,fr,Travel,Itinerary Planning,2024,dna.app,https://www.tiktok.com/@dna.app/video/7342523705966316833
Pov: you are waiting for that one person to see your BeReal,pov_realism,high,67.95077582,0.875,12700000,284600,718,2119,12,11-26,en,Social Networking,Video Communities,2024,bereal,https://www.tiktok.com/@bereal/video/7352701307804798240
POV: This is what happens when you invest in women's sports,pov_realism,high,67.50163363,0.8743,309900,5858,50,74,11,11-26,en,Lifestyle,Dating Apps,2024,bumble,https://www.tiktok.com/@bumble/video/7430108285551775019
POV: you’re in your samsung era best note taking app on samsung,pov_realism,high,67.00873806,0.8738,659500,22300,159,984,12,11-26,tl,Education,Study Aids & Flashcards,2024,kilonotesapp,https://www.tiktok.com/@kilonotesapp/video/7346960533360282887
POV We ended high school with good grades 🔥🏆💯,pov_realism,high,64.91828794,0.8711,8342,82,0,0,9,6-10,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437131022220840238
"POV: Eres guía de free tour y un grupo te paga 2,66 € por cabeza",pov_realism,high,63.6443662,0.87,289200,11800,331,2931,15,11-26,es,Travel,Adventure Travel,2023,civitatis,https://www.tiktok.com/@civitatis/video/7195888545809173765
POV: your entire class got caught using chat gpt,pov_realism,high,63.048,0.8691,788100,5114,13,3,9,6-10,en,Education,AI Study Tools,2024,quizmate.io,https://www.tiktok.com/@quizmate.io/video/7410466368023203102
POV: You just found a way to save a bunch of money every month,pov_realism,high,62.29892761,0.8682,185900,305,1,3,14,11-26,en,Finance,Budgeting & Expense Tracking,2024,rocketmoney,https://www.tiktok.com/@rocketmoney/video/7343333093513727275
When you check your phone in the middle of a meeting and you have a little green notification,pov_realism,high,61.47540984,0.8672,1500000,132000,71,22,18,11-26,en,Finance,Stock Market Analysis,2022,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7148837059158068526
POV: you’ve been on Meet AI too much 😩😢,pov_realism,high,61.42857143,0.8669,55900,816,58,8,9,6-10,en,Social Networking,Messaging Apps,2023,meetai.app_chat.with.ai,https://www.tiktok.com/@meetai.app_chat.with.ai/video/7257363666482351362
POV: I rented my black-tie dress for a fraction of the price 💷,pov_realism,high,61.27698668,0.8668,133400,3143,25,118,13,11-26,en,Shopping,E-commerce Marketplaces,2025,byrotation,https://www.tiktok.com/@byrotation/photo/7458588478037642529
pov: mon crush me parle plus,pov_realism,high,61.25166445,0.8667,4600000,9703,184,212,6,6-10,fr,Social Networking,Friend Finders,2024,feels_app_fr,https://www.tiktok.com/@feels_app_fr/video/7402530799867809057
POV: the week before Thanksgiving break😭,pov_realism,high,60.12605042,0.8654,715500,13900,126,1015,6,6-10,en,Education,AI Study Tools,2024,quizard.ai,https://www.tiktok.com/@quizard.ai/video/7439542294698642719
When you finally experience what a women-designed period tracker feels like 😎 (No more using trackers owned by men),pov_realism,high,59.06040268,0.8641,44000,2361,83,83,19,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,folliculargirly,https://www.tiktok.com/@folliculargirly/photo/7387431524511075626
POV you downloaded Peeps and your phone is no longer dry,pov_realism,high,58.68176539,0.8636,202100,413,36,6,11,11-26,en,Social Networking,Friend Finders,2024,peepsapp,https://www.tiktok.com/@peepsapp/video/7332254763226058026
POV: You didn't pay attention in biology class,pov_realism,high,58.4900244,0.8633,407500,12000,145,299,8,6-10,en,Education,AI Study Tools,2023,picsolve,https://www.tiktok.com/@picsolve/video/7189636655551155499
"POV: You made £1,325 from renting your £260 Sleeper set 👀",pov_realism,high,58.383096,0.8633,127100,1698,29,30,11,11-26,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7327738220102356256
When you start using Bookly and finally get out of your reading slump💖,pov_realism,high,57.53268903,0.8619,50600,190,8,1,13,11-26,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7307308568665918752
pov: us everyday being slp grad students,pov_realism,high,56.15023474,0.8599,29900,3580,30,528,7,6-10,lt,,,2024,karyssaellis,https://www.tiktok.com/@karyssaellis/video/7428748296207846698
Me when I listen to the Challengers soundtrack,pov_realism,high,55.77689243,0.8595,2800000,596100,725,21100,8,6-10,en,Entertainment,Movie Recommendation Tools,2025,letterboxd,https://www.tiktok.com/@letterboxd/video/7462859465180646686
When my silly virtual self care birb reminds me to drink water,pov_realism,high,55.10810811,0.8585,815600,5033,20,27,12,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7446461367680355626
POV training to get the blanket back from my bf,pov_realism,high,54.46280992,0.8576,659000,53400,103,21900,10,6-10,en,Health & Fitness,Fitness Challenges,2024,gymsharkwomen,https://www.tiktok.com/@gymsharkwomen/video/7446848137853062446
When my life is in shambles but at least I have a secure internet connection,pov_realism,high,53.94707909,0.8568,368000,18800,78,1142,15,11-26,en,Utilities,Network Tools,2024,surfshark,https://www.tiktok.com/@surfshark/video/7422987249136028961
When you discover a new app that actually helps your finish your TBR,pov_realism,high,53.8942581,0.8567,47400,800,6,4,13,11-26,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7200145848653729030
Nobody: Me at 3am:,pov_realism,high,53.8293747,0.8566,222100,388,0,3,4,3-5,en,Health & Fitness,Sleep Analysis,2024,sleep_cycle,https://www.tiktok.com/@sleep_cycle/video/7428549177883249952
POV: you just found the perfect AI-powered app to help you study effectively 😃,pov_realism,high,53.75155944,0.8566,452400,27000,79,426,14,11-26,en,Education,AI Study Tools,2024,gauthofficial,https://www.tiktok.com/@gauthofficial/video/7332966424744299778
When I like someone cute and it's not an immediate match,pov_realism,high,53.45275932,0.8562,185000,471,3,3,11,11-26,en,Social Networking,Dating Apps,2022,taimiapp,https://www.tiktok.com/@taimiapp/video/7140827672174677253
POV me and bro got an A on the math test,pov_realism,high,52.28015564,0.8534,6718,86,0,0,11,11-26,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7436314453467024682
POV: your calculus professor changes up the schedule just before finals.,pov_realism,high,51.67958656,0.8525,4000000,12400,47,10,11,11-26,en,Education,Study Aids & Flashcards,2024,chegg,https://www.tiktok.com/@chegg/video/7449375877374201119
When you have up to 80% discounts on plane tickets for students but your videos are not reaching the right audience,pov_realism,high,51.12540193,0.8512,47700,2326,0,255,21,11-26,en,Travel,Flight Booking,2024,flylatravel,https://www.tiktok.com/@flylatravel/video/7387006277366467872
When the CEO asks what we spent the marketing budget on:,pov_realism,high,50.61289047,0.85,192000,8240,202,57,11,11-26,en,Food & Drink,Food Delivery,2024,huel,https://www.tiktok.com/@huel/video/7368492032312102176
When your boss starts loving another company's social media & you start to wonder if your days are numbered,pov_realism,high,50.40650407,0.8497,46500,2769,45,192,19,11-26,en,Business,Task & Project Management,2024,plotworkspace,https://www.tiktok.com/@plotworkspace/video/7358668891557563694
pov: you invited taylor swift over for drinks!!,pov_realism,high,50.37593985,0.8496,40200,7284,13,18,8,6-10,en,Social Networking,Video Communities,2022,okcool,https://www.tiktok.com/@okcool/video/7127451142962842886
POV: Carson Beck finds out he’s going back to college,pov_realism,high,49.81646565,0.849,285000,15500,177,4882,10,6-10,en,Sports,Fantasy Leagues,2025,prizepicks,https://www.tiktok.com/@prizepicks/video/7458041761756187934
"pov: you go to college in hawaii, but forgot about the college part...",pov_realism,high,48.88888889,0.847,1100000,88800,499,275,13,11-26,en,Education,Study Aids & Flashcards,2023,quizlet,https://www.tiktok.com/@quizlet/video/7191869147997801771
me when i have calc,pov_realism,high,48.8209607,0.8469,223600,1980,11,87,5,3-5,en,Education,AI Study Tools,2024,answer.ai.app,https://www.tiktok.com/@answer.ai.app/photo/7439639954520673566
POV: You've just checked into a new hostel and need to introduce yourself to everyone and make friends all over again,pov_realism,high,48.73900293,0.8467,332400,30700,169,425,21,11-26,en,Travel,Adventure Travel,2024,hostelworld,https://www.tiktok.com/@hostelworld/video/7322528951409151264
POV: it's your academic comeback era 🙌✨,pov_realism,high,48.45159717,0.8462,397400,13700,23,72,7,6-10,la,Productivity,Note-Taking,2024,notabilityapp,https://www.tiktok.com/@notabilityapp/video/7325527809663847723
When the view is profound but your vocab isn’t,pov_realism,high,47.61171032,0.8448,61800,68,1,2,9,6-10,en,Education,Study Aids & Flashcards,2024,elevateapp,https://www.tiktok.com/@elevateapp/video/7412633816503700779
When you can't use Photomath,pov_realism,high,47.09344051,0.8442,328100,26200,110,488,5,3-5,en,Education,AI Study Tools,2023,picsolve,https://www.tiktok.com/@picsolve/video/7196512515839413550
