hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
FREE VIBRATORS! SHOW US UR SEXY DANCE😊,other,strong,11.17143454,0.6399,107000,20600,165,2291,7,6-10,ja,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7234323918922829074
Things I did to stop dipping into my savings,other,strong,11.16504854,0.6397,115000,4264,23,123,9,6-10,en,Finance,Financial Literacy Tools,2024,financielle,https://www.tiktok.com/@financielle/photo/7449797243634306337
ONE exercise you’re not doing to improve your ankle mobility,other,strong,11.16433566,0.6397,319300,2332,4,83,10,6-10,en,Health & Fitness,Workout Trackers,2024,fitonomy.app,https://www.tiktok.com/@fitonomy.app/video/7347712819397152046
INVEST or SPEND: STARBUCKS,other,strong,11.1625,0.6396,178600,21100,76,263,4,3-5,en,Finance,Financial Literacy Tools,2023,step,https://www.tiktok.com/@step/video/7205461011703319851
Quarantine on a yacht in Thailand,other,strong,11.15065243,0.6395,42300,1335,9,163,6,6-10,en,Travel,Trip Journals,2021,skratchworld,https://www.tiktok.com/@skratchworld/video/6938065012615302406
"Binance.us New & Improved Buy, Sell, and Convert User Interface",other,strong,11.14575214,0.6394,14300,2394,40,32,10,6-10,en,Finance,Cryptocurrency Management,2022,binance.us,https://www.tiktok.com/@binance.us/video/7179669415116557614
Banned Books Week October 1st - 7th The first week of October Read a banned book,other,strong,11.14563107,0.6394,114800,1063,54,36,16,11-26,en,Education,Professional Development,2023,blinkist_app,https://www.tiktok.com/@blinkist_app/video/7285022677612383521
"Girls born on>> 4,4,5,7,11,14,15,19,23,25,27, 29,31 (we don't want no boy, we want a man, sir)",other,strong,11.13892365,0.6392,26700,1586,17,28,15,11-26,en,Lifestyle,Astrology & Horoscopes,2024,humandesign.app,https://www.tiktok.com/@humandesign.app/photo/7351529650616634629
Agreed! You can't go wrong in a rental 🤩✨ GRWM for a wedding in my rental 💖✨,other,strong,11.11621497,0.6391,24200,86,6,2,17,11-26,la,Shopping,E-commerce Marketplaces,2023,byrotation,https://www.tiktok.com/@byrotation/video/7269454916509273376
ENTP|ENFP: their attitude:,other,strong,11.10414053,0.639,53100,5448,52,224,3,3-5,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7184873897668496682
up my app the morning,other,strong,11.0989011,0.6389,10100,331,13,7,5,3-5,en,Social Networking,Messaging Apps,2023,meetai.app_chat.with.ai,https://www.tiktok.com/@meetai.app_chat.with.ai/video/7267969555002035463
character.ai your personalized super intell,other,strong,11.0989011,0.6389,10100,330,21,1,5,3-5,it,Social Networking,Messaging Apps,2023,meetai.app_chat.with.ai,https://www.tiktok.com/@meetai.app_chat.with.ai/video/7270365024634342663
Hinge prompts that change your dating life PT.2,other,strong,11.08855224,0.6387,71000,927,3,40,8,6-10,en,Social Networking,Video Communities,2024,swayai.app,https://www.tiktok.com/@swayai.app/photo/7364427576019832094
Lazy Girl - Bedroom Refresh 💖💫✨✨ make bed,other,strong,11.07859532,0.6386,26500,290,17,5,8,6-10,zh,Productivity,Goal Trackers,2023,mepluss,https://www.tiktok.com/@mepluss/video/7302361563644562730
"SATURDAY 02/17/2024 PRAYER FOR THIS SATURDAY, FEBRUARY 17TH, 2024.",other,strong,11.06862745,0.6383,112900,7530,686,1540,9,6-10,en,Lifestyle,Mindfulness & Self-Care,2024,morningprayertok,https://www.tiktok.com/@morningprayertok/video/7336471060902087979
Molly J-dag quiz!,other,strong,11.06793651,0.6382,8716,128,4,9,3,3-5,en,Shopping,Price Comparators,2023,mollyapp.io,https://www.tiktok.com/@mollyapp.io/video/7300958683750534433
dreams.avi,other,strong,11.04761905,0.6381,116000,10500,614,155,1,0-2,en,Photo & Video,Video Editing,2022,funimate,https://www.tiktok.com/@funimate/video/7166332110062505217
The image is blurry and does not contain any readable text or emojis.,other,strong,11.03965702,0.6379,10300,505,18,41,13,11-26,en,Travel,Flight Booking,2024,flylatravel,https://www.tiktok.com/@flylatravel/video/7360675456519081248
GUY UNLOCKS CHATGPT 'GOD MODE' 😱 This guy just went GOD MODE on ChatGPT! 😱,other,strong,11.03916782,0.6379,52000,1885,22,223,15,11-26,en,Productivity,,2023,power.ai,https://www.tiktok.com/@power.ai/video/7215789435902905608
go do this now,other,strong,11.02947532,0.6377,63800,583,0,1,4,3-5,en,Lifestyle,Dating Apps,2022,alis.app,https://www.tiktok.com/@alis.app/video/7155868224201051397
"Tips for dealing with Menstrual headaches🧠 w/ neurologist, Dr. Leah Croll",other,strong,11.02517986,0.6377,9195,129,3,2,11,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2022,aavia.io,https://www.tiktok.com/@aavia.io/video/7166704799780572462
Fav bars from LineLeap HQ,other,strong,11.01387407,0.6375,25800,461,40,35,5,3-5,en,Entertainment,Fan Communities,2022,lineleap,https://www.tiktok.com/@lineleap/video/7085529419128818987
BALDE DE HAMBURGUESAS A $26.000 EREZ.H LÍNEA SLIDER,other,strong,11.01305483,0.6374,843600,82700,301,31000,8,6-10,cs,Food & Drink,Food Delivery,2024,somosmorfyapp,https://www.tiktok.com/@somosmorfyapp/video/7439914121765686583
Predict BABY of Yoona and Junho,other,strong,11.00923788,0.6373,4767,284,12,22,6,6-10,en,Entertainment,Meme Generators,2024,babygeneratoroffical,https://www.tiktok.com/@babygeneratoroffical/video/7371344267454811410
"Baby and hubby will love this outdoor blanket for snuggles, swaddles, and diaper changes!",other,strong,11.0080429,0.6372,205300,193,31,3,14,11-26,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/7039819856493071662
My spicy toys got stolen,other,strong,11.00438505,0.6372,105400,8781,37,485,5,3-5,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7229117576318684423
A German town that behaves like a Swiss town?? Watch to see why 🤔🤔,other,strong,10.99248715,0.637,41700,1129,13,16,14,11-26,en,Travel,Trip Journals,2020,skratchworld,https://www.tiktok.com/@skratchworld/video/6859295207188466950
Entre los hombres sabemos que una mujer que sepa cuidar un SUSH es superior a una que sepa bailar este trend,other,strong,10.98640073,0.637,6059,447,4,4,21,11-26,es,Food & Drink,Cooking Tutorials,2023,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7309225265102621957
This country is offering long term visas to remote workers,other,strong,10.93976539,0.6367,41500,1801,46,83,10,6-10,en,Travel,Trip Journals,2020,skratchworld,https://www.tiktok.com/@skratchworld/video/6855285053430238470
Film photos on iPhone,other,strong,10.93479753,0.6366,7966,16,3,2,4,3-5,en,Photo & Video,Photo Editing,2024,lensa,https://www.tiktok.com/@lensa/video/7328473196695506178
Mais ça doit vous coûter super cher de sortir une appli sans financement? 🤔,other,strong,10.92743065,0.6364,19500,454,19,2,14,11-26,fr,Books,Reading Trackers,2023,bindlyapp,https://www.tiktok.com/@bindlyapp/photo/7311760213021936928
To the guy I met on OkCupid... 💕,other,strong,10.89803013,0.6362,940500,6721,82,30,8,6-10,en,Social Networking,Dating Apps,2021,okcupid,https://www.tiktok.com/@okcupid/video/7036030423016983854
Museums in Japan that will take you back in time! 🏰🚂🎈,other,strong,10.89370703,0.6362,20600,1296,14,327,11,11-26,en,Travel,Itinerary Planning,2024,klook_usa,https://www.tiktok.com/@klook_usa/video/7439554771045944607
": ""I want a refund!"" 😠",other,strong,10.88704363,0.636,41300,4793,34,7,6,6-10,en,Food & Drink,Food Delivery,2022,huel,https://www.tiktok.com/@huel/video/7174696701020622085
Dance if you’re burned out from working in social but spend all your free time on social Working in social media,other,strong,10.88235294,0.6359,96200,17700,99,69,21,11-26,en,Business,Task & Project Management,2022,later.com,https://www.tiktok.com/@later.com/video/7060909117157772550
Reactions from EMO,other,strong,10.87817259,0.6357,214300,5581,53,192,3,3-5,en,Shopping,E-commerce Marketplaces,2023,aipetpal,https://www.tiktok.com/@aipetpal/video/7318414343249448225
FOR EVERY CHORD know at least 3 POSITIONS E minor 7 Learn Guitar App,other,strong,10.87452471,0.6356,28600,536,4,43,14,11-26,en,Music,Music Learning Tools,2022,learnguitarapp,https://www.tiktok.com/@learnguitarapp/video/7061611409922280751
Things I stopped doing to save money Things I stopped doing and saved SO much money,other,strong,10.87378641,0.6356,112000,1093,7,2,16,11-26,en,Finance,Financial Literacy Tools,2024,financielle,https://www.tiktok.com/@financielle/photo/7342580346921291041
His girlfriend broke up with him 😱,other,strong,10.85956645,0.6353,5761,127,0,0,7,6-10,en,Social Networking,Dating Apps,2023,rizzapptiktok,https://www.tiktok.com/@rizzapptiktok/video/7298824058320473390
"I’m not a K-pop fan, but these guys looks fantastic!",other,strong,10.84086171,0.6352,15600,388,8,0,10,6-10,en,Photo & Video,Video Editing,2022,dizzi_app,https://www.tiktok.com/@dizzi_app/video/7103234873761991941
Splice Tip of the day #31 Sound Design,other,strong,10.83642312,0.6351,9937,57,7,1,8,6-10,en,Photo & Video,Video Editing,2020,spliceapp,https://www.tiktok.com/@spliceapp/video/6877949223371853058
afterpay See @afterpayterms,other,strong,10.8310992,0.635,202000,16300,9,17,3,3-5,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/7035301127377669422
Someone using Poly.AI avatars say users' conversations can be seen A liar who wants to deceive everyone A bad guy who causes panic,other,strong,10.80590827,0.6347,41700,416,67,9,23,11-26,en,Entertainment,Fan Communities,2024,polybuzz_ai_official,https://www.tiktok.com/@polybuzz_ai_official/video/7369176696567729454
I need more Pedro Pascal 😢👀💋👀 please @quizlet “stop making papi pascal content or go to jail”,other,strong,10.79555556,0.6347,242900,22100,214,298,17,11-26,en,Education,Study Aids & Flashcards,2023,quizlet,https://www.tiktok.com/@quizlet/video/7211985683605392682
First day of work,other,strong,10.78607616,0.6344,99000,3269,34,774,4,3-5,en,Entertainment,Comedy Platforms,2023,biteable,https://www.tiktok.com/@biteable/video/7247532244275973381
"Imagine today as the day you say ""I do""",other,strong,10.76966292,0.6343,191700,8869,15,761,9,6-10,en,Photo & Video,Camera Tools,2023,trypovappus,https://www.tiktok.com/@trypovappus/photo/7292760091080838446
MUST-HAVE LOAFERS lemong @samanthaa_mar,other,strong,10.76475478,0.6343,51800,102,1,8,4,3-5,en,Lifestyle,Mindfulness & Self-Care,2024,lemon8_us,https://www.tiktok.com/@lemon8_us/photo/7450253231617314091
Tips for night feeding Pre boil water approx 6pm,other,strong,10.75720165,0.6341,130700,693,40,10,9,6-10,en,Health & Fitness,Sleep Analysis,2020,babysleepmagic,https://www.tiktok.com/@babysleepmagic/video/6871020743107398913
Wallpapers that will give you LA PASSION 👉,other,strong,10.75500589,0.634,913100,69100,510,13300,8,6-10,en,Entertainment,Fan Communities,2024,wallpiics,https://www.tiktok.com/@wallpiics/photo/7437628666214944002
My p@nties seeing Halsey and Avan interact on the red carpet,other,strong,10.72772277,0.6339,216700,11400,34,183,11,11-26,en,Entertainment,Audio Apps,2024,tryquinn,https://www.tiktok.com/@tryquinn/video/7447978652786085163
Productive in 2023,other,strong,10.7122708,0.6337,759500,3649,16,43,3,3-5,en,Health & Fitness,Health Journals,2023,productive_app,https://www.tiktok.com/@productive_app/video/7189326623408180485
BeReal leaks the notification time for the first time in history,other,strong,10.70090958,0.6335,2000000,131400,365,922,11,11-26,en,Social Networking,Video Communities,2024,bereal,https://www.tiktok.com/@bereal/photo/7352888166103141664
"Ladies and Gentlemen, this is World's Best Bonus Round 6- BeReals Animals Edition",other,strong,10.70090958,0.6335,2000000,206600,1190,1105,13,11-26,en,Social Networking,Video Communities,2023,bereal,https://www.tiktok.com/@bereal/photo/7247136687715798299
"Highest Salaries 💰 📍Brisbane, Australia so we own a mining and construction company",other,strong,10.70032787,0.6334,815900,22900,546,1309,13,11-26,en,Business,Job Search Platforms,2024,getahead.app,https://www.tiktok.com/@getahead.app/video/7442935840927436039
Ingredient readers know what this means: Wrong answers only,other,strong,10.69977427,0.6334,4740,30,0,1,9,6-10,en,Health & Fitness,Diet & Nutrition,2024,trashpanda_app,https://www.tiktok.com/@trashpanda_app/video/7345593992886766879
"First look at the official red band trailer for The Line starring Alex Wolff, Lewis Pullman, Halle Bailey, Austin Abrams, Angus Cloud, and Bo Mitchell",other,strong,10.687251,0.6333,536500,48300,185,6892,25,11-26,en,Entertainment,Movie Recommendation Tools,2024,letterboxd,https://www.tiktok.com/@letterboxd/video/7421213308977532190
to wake up early,other,strong,10.67015707,0.6331,203800,820,5,106,4,3-5,en,Productivity,Alarm Clock,2023,alarmy_official,https://www.tiktok.com/@alarmy_official/video/7283393249572670722
I wish you know how much our little talk and the time we spend together mean to me. You’re literally my favorite person.,other,strong,10.66613001,0.633,26500,3118,103,656,23,11-26,en,Social Networking,Video Communities,2024,myadoraboo,https://www.tiktok.com/@myadoraboo/video/7439744187064536363
"The Check Focus on Hindlegs, Bending, Flexion and Straightness",other,strong,10.66384181,0.6329,15100,587,2,48,9,6-10,en,Health & Fitness,Chronic Condition Management,2022,happiehorse_app,https://www.tiktok.com/@happiehorse_app/video/7153279589601545478
That girl habit hack you need to know,other,strong,10.66053512,0.6327,25500,168,6,6,8,6-10,en,Productivity,Goal Trackers,2023,mepluss,https://www.tiktok.com/@mepluss/video/7184696234794290478
I used this AI App to create cool T-Shirt Art,other,strong,10.65868263,0.6326,1780,1,0,0,10,6-10,en,Photo & Video,Meme Creators,2023,imagine.aiart,https://www.tiktok.com/@imagine.aiart/video/7275282378161966341
new in MILAN Piazza Trento,other,strong,10.65550239,0.6325,222700,9545,40,128,5,3-5,it,Lifestyle,Motivation,2022,spotahome,https://www.tiktok.com/@spotahome/video/7083819021329616133
"""Meu bebê ainda não tem 6 meses, mas já tem todos os sinais de prontidão. Posso começar a introdução alimentar dele?"" 🤔",other,strong,10.65477587,0.6324,22700,239,44,6,22,11-26,pt,Health & Fitness,Diet & Nutrition,2023,blwbrasilapp,https://www.tiktok.com/@blwbrasilapp/video/7184419152591867137
"David, would you like something to eat? No, I'm full",other,strong,10.65408805,0.6324,169400,12500,45,196,10,6-10,en,Education,Language Learning,2024,fluentjoy_english,https://www.tiktok.com/@fluentjoy_english/video/7388427629742787857
PCOS food swaps swap these foods to help manage your PCOS symptoms >>>,other,strong,10.64268585,0.6322,8876,260,3,5,13,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,aavia.io,https://www.tiktok.com/@aavia.io/photo/7383704031396384043
Augmented Reality trick for interior design,other,strong,10.63872658,0.6322,52800,120,3,8,6,6-10,en,Photo & Video,Camera Tools,2023,polycam3d,https://www.tiktok.com/@polycam3d/video/7237646804177734954
I’m starting 75 hard soon,other,strong,10.63353481,0.632,95000,3597,68,39,5,3-5,mt,Health & Fitness,Workout Trackers,2024,strongermobile,https://www.tiktok.com/@strongermobile/photo/7374428125972745505
okay okay before you get grossed out,other,strong,10.63043478,0.632,195600,19500,46,23,7,6-10,en,Education,Language Learning,2023,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7312602442074492161
Tempted to show the hot guy sitting next to me THESE pictures hottest collab of the year,other,strong,10.61728395,0.6317,34400,300,3,6,17,11-26,en,Social Networking,Link Sharing/ Bio Management,2024,linktr.ee,https://www.tiktok.com/@linktr.ee/video/7358935504621997319
"Different ways to respond to ""How are you?""",other,strong,10.617145,0.6317,84900,2431,10,280,8,6-10,en,Education,Language Learning,2023,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7314968619048242465
Couple Question 5 questions to ask your soulmate ✨ flamingo cards,other,strong,10.61394381,0.6316,25500,712,8,328,11,11-26,en,Lifestyle,Motivation,2025,mingo.me,https://www.tiktok.com/@mingo.me/photo/7459405768605977886
"The keyword here is: ""this week"" which tells us that the period hasn't ended yet, and the action still continues.",other,strong,10.60463953,0.6316,84800,4103,23,203,20,11-26,en,Education,Language Learning,2024,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7366817661549841697
NO SPEND SEPTEMBER Spend a no spend day in the office with me. No spend day in the office!,other,strong,10.60194175,0.6315,109200,3590,16,28,19,11-26,en,Finance,Financial Literacy Tools,2024,financielle,https://www.tiktok.com/@financielle/photo/7411229722052513057
Chegg features you may not have seen before,other,strong,10.59043928,0.6313,819700,2681,11,16,8,6-10,en,Education,Study Aids & Flashcards,2024,chegg,https://www.tiktok.com/@chegg/video/7328513144786013471
Me at work: I should put on Working with a playlist Me once I turn the playlist on:,other,strong,10.57907065,0.6311,97100,7375,27,2340,18,11-26,en,Entertainment,Comedy Platforms,2023,biteable,https://www.tiktok.com/@biteable/video/7223400118949645574
Belle maman si tu vois ça dis à ton fils que j’attends la bague 💍,other,strong,10.5721393,0.6309,76500,213,1,22,15,11-26,fr,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7173714018069155077
aesthetic pic idea for introverts,other,strong,10.56569889,0.6307,35300,2021,0,25,5,3-5,en,Photo & Video,Photo Editing,2022,glowupapp,https://www.tiktok.com/@glowupapp/video/7153129955927395586
"Love, Adventure & Ambition How the Core Values date ""want to go on a hiking date?"" Brat",other,strong,10.56282061,0.6307,73100,1349,6,11,17,11-26,en,,,2024,matchdating,https://www.tiktok.com/@matchdating/video/7426070595235859743
Rating our custom swirl flavours 😁,other,strong,10.55837563,0.6306,416000,3557,54,42,6,6-10,rw,Shopping,E-commerce Marketplaces,2024,hismile,https://www.tiktok.com/@hismile/video/7420666735172357394
"Okay, this is an adorable question to answer with your partner!",other,strong,10.55462185,0.6305,15700,531,6,196,11,11-26,en,Social Networking,Interest-Based Groups,2024,pairedapp,https://www.tiktok.com/@pairedapp/video/7345887506673585441
Creates viral videos from AUDIO,other,strong,10.55323194,0.6304,5551,185,17,94,5,3-5,en,Photo & Video,Video Editing,2024,zebracat.ai,https://www.tiktok.com/@zebracat.ai/video/7443169967173946657
This is just off the top of my head.,other,strong,10.53585657,0.6303,528900,66300,230,776,9,6-10,en,Entertainment,Movie Recommendation Tools,2025,letterboxd,https://www.tiktok.com/@letterboxd/video/7456122944838700318
MY SECRET to hacking* into an invite-only app,other,strong,10.53396295,0.6302,14500,1469,36,2,8,6-10,en,Social Networking,Photo Sharing,2023,inspirethecosmos,https://www.tiktok.com/@inspirethecosmos/video/7304411192360062238
First Week of the Semester,other,strong,10.53359173,0.6302,815300,1656,11,188,5,3-5,en,Education,Study Aids & Flashcards,2024,chegg,https://www.tiktok.com/@chegg/video/7408566847357930794
God Knows What He Is Doing Sometimes God puts you in places alone because He wants you to know that you need nobody but Him.,other,strong,10.53301512,0.6301,33100,4194,22,91,25,11-26,en,Shopping,E-commerce Marketplaces,2022,holstrengthdaily,https://www.tiktok.com/@holstrengthdaily/video/7137492461001182506
Vlogs are private! You be you!,other,strong,10.52109181,0.63,2120,148,0,3,6,6-10,en,Photo & Video,Video Editing,2024,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7406026895378238753
"The text on the image is: ""DIOR"" ""READY""",other,strong,10.50847458,0.6297,12400,82,5,1,8,6-10,en,Social Networking,Video Communities,2023,taggedapp,https://www.tiktok.com/@taggedapp/video/7206348956366867755
Now you have,other,strong,10.50525263,0.6296,2100000,114900,846,2528,3,3-5,en,Navigation,GPS & Maps,2024,blackwolfapp,https://www.tiktok.com/@blackwolfapp/video/7350295280241118507
Found an app with the most realistic hair filters 😅,other,strong,10.50337764,0.6296,72300,204,3,16,10,6-10,en,Photo & Video,Photo Editing,2023,epikapp,https://www.tiktok.com/@epikapp/video/7294077923449933058
The most expensive Super 8 motel 😪💰,other,strong,10.47694754,0.6292,65900,1036,17,63,7,6-10,en,Finance,Budgeting & Expense Tracking,2023,super,https://www.tiktok.com/@super/video/7266152434387438891
Me after talking on the phone in GERMAN with the Krankenkasse and coming out alive I did it!,other,strong,10.47537473,0.629,2446,116,0,0,18,11-26,en,Education,Language Learning,2022,chatterbug.app,https://www.tiktok.com/@chatterbug.app/video/7116124730368838918
WWE Bash in Berlin Predictions,other,strong,10.4608632,0.6288,14300,122,9,15,5,3-5,en,Entertainment,Movie Recommendation Tools,2024,xfinity,https://www.tiktok.com/@xfinity/video/7408301762379009323
SECRET NEW AI TURNS TEXT INTO MOVIES! 😱😱😱 This NEW AI is BAD for Disney! 😱,other,strong,10.42352192,0.6284,49100,2581,48,240,16,11-26,en,Productivity,,2023,power.ai,https://www.tiktok.com/@power.ai/video/7231934414446415106
Taking the train to sadly collect the worst Kendrick Lamar song ever created,other,strong,10.42028482,0.6284,30000,179,24,1,13,11-26,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/video/7444620961736854827
The Scale,other,strong,10.41715767,0.6283,44200,1582,7,148,2,0-2,en,Games,Party Games,2025,pocketparty.app,https://www.tiktok.com/@pocketparty.app/video/7459201517145558318
Everyone voting me for this question but it's lowkey true,other,strong,10.40751445,0.6281,360100,2907,78,27,10,6-10,en,Games,Party Games,2024,exposedtheapp,https://www.tiktok.com/@exposedtheapp/video/7454249917721152790
"God Has A Plan Dear God, I have no idea where You are taking me, but I trust You.",other,strong,10.40572792,0.628,32700,2261,34,248,19,11-26,en,Shopping,E-commerce Marketplaces,2024,holstrengthdaily,https://www.tiktok.com/@holstrengthdaily/video/7372297350686985514
Already skipped 2 leg days 2026 will be my year,other,strong,10.39847773,0.6279,92900,5915,36,263,10,6-10,en,Health & Fitness,Workout Trackers,2025,strongermobile,https://www.tiktok.com/@strongermobile/photo/7457616460148411681
THIS IS NOT A PROBLEM Having fast food for dinner once a week THIS IS Having fast food for dinner every day of the week,other,strong,10.39382866,0.6277,12800,254,1,4,25,11-26,en,Health & Fitness,Diet & Nutrition,2024,fitia.app,https://www.tiktok.com/@fitia.app/photo/7380143962188795142
We tried pottery painting at Happy Hour Club Cafe in PJ 🎨☕,other,strong,10.39211485,0.6276,97000,2001,13,346,12,11-26,en,Travel,Adventure Travel,2023,klook.my,https://www.tiktok.com/@klook.my/video/7314289610585050376
Dirty Monkey Mocktail Reply to Ben Frisby's comment Drop this recipe now,other,strong,10.35982602,0.6274,39300,1388,13,92,12,11-26,en,Food & Drink,Food Delivery,2023,huel,https://www.tiktok.com/@huel/video/7234440225601228058
"Lifetime ISAs that give first time buyers up to £1,000 every tax year for their deposit",other,strong,10.35982602,0.6274,13100,199,4,2,16,11-26,en,Finance,Financial Literacy Tools,2022,tembomoney,https://www.tiktok.com/@tembomoney/video/7149577502128753926
I go to a british secondary school... of course the hallways are always jam packed,other,strong,10.3477168,0.6273,24700,1711,17,46,15,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,wearelunaapp,https://www.tiktok.com/@wearelunaapp/video/7348151859040800032
*Chatting with C.ai* AI: you have beautiful long black hair,other,strong,10.34682081,0.6272,35800,2289,34,43,10,6-10,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7363392981799423239
The Official Viggle AI App Is Coming Soon!,other,strong,10.34005764,0.6272,89700,448,22,21,8,6-10,en,Entertainment,Meme Generators,2024,viggle_ai,https://www.tiktok.com/@viggle_ai/video/7379798808974134535
TO Dating Tip: Don't be a king west bro,other,strong,10.32806804,0.627,17000,329,16,29,9,6-10,en,Lifestyle,Dating Apps,2022,nudgedates,https://www.tiktok.com/@nudgedates/video/7108876251439336710
Plz review the new Miffy brush 😢🙏 So you want to take,other,strong,10.32233503,0.6269,406700,9012,195,2118,12,11-26,en,Shopping,E-commerce Marketplaces,2024,hismile,https://www.tiktok.com/@hismile/video/7443994002149477650
VIRAL RELATIONSHIP VIDEOS WITH AI MORE THING.,other,strong,10.3083295,0.6266,11200,193,3,31,7,6-10,es,Photo & Video,Video Editing,2024,invideoio,https://www.tiktok.com/@invideoio/video/7426827168967167238
A prayer for the new week,other,strong,10.30496313,0.6264,51700,1706,48,878,6,6-10,en,Lifestyle,Mindfulness & Self-Care,2023,soulwayapp,https://www.tiktok.com/@soulwayapp/video/7189360876430920965
c.ai =,other,strong,10.30280186,0.6263,41000,966,38,30,2,0-2,en,Photo & Video,Video Editing,2024,c.ai_1,https://www.tiktok.com/@c.ai_1/photo/7393995126684667141
"Leverage If we modify our marketing approach, we can get some real leverage over our competitors",other,strong,10.29200275,0.6262,82300,3167,16,195,16,11-26,en,Education,Language Learning,2023,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7275272731556334881
Real footage of me screaming because my boyfriend ate the second and last 치킨 닭다리 in the box (actually I ate the other one too),other,strong,10.27173913,0.6259,189000,23400,27,36,25,11-26,en,Education,Language Learning,2023,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7309273156907175170
I need to feel something,other,strong,10.2627027,0.6258,9493,1733,8,28,5,3-5,en,Music,Music Learning Tools,2023,tonicmusicapp,https://www.tiktok.com/@tonicmusicapp/video/7235039730285448475
He who is brave is free! // received,other,strong,10.24361608,0.6255,34900,1567,11,7,8,6-10,en,Health & Fitness,Meditation & Mindfulness,2021,reflectlyapp,https://www.tiktok.com/@reflectlyapp/video/7022325096429718790
"In this scenario, 다음에 means never",other,strong,10.23913043,0.6253,188400,19000,13,38,6,6-10,ko,Education,Language Learning,2023,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7275495811520253185
Liquid Death BERRY IT ALIVE FLAVORED SPARKLING WATER 19.2 FL OZ,other,strong,10.23899371,0.6253,162800,6181,336,3694,11,11-26,fr,Health & Fitness,Diet & Nutrition,2024,oasiswaterapp,https://www.tiktok.com/@oasiswaterapp/video/7387825862302862634
"Me to my boyfriend: ""Hey I was thinking we try this match of ours later tonight""",other,strong,10.22522523,0.6252,227000,1356,0,217,16,11-26,en,Social Networking,Video Communities,2023,getofficialapp,https://www.tiktok.com/@getofficialapp/video/7234234039618604334
"Yo, I used to hate fitness and then when Swipe up @rezdar Lifesum",other,strong,10.22506252,0.6251,18400,511,0,8,13,11-26,en,Health & Fitness,Diet & Nutrition,2019,lifesum,https://www.tiktok.com/@lifesum/video/6742460720849374470
Washing my hair,other,strong,10.22338499,0.625,25400,5345,108,180,3,3-5,en,Social Networking,Video Communities,2024,myadoraboo,https://www.tiktok.com/@myadoraboo/video/7429165675937090859
The funny friend,other,strong,10.20819342,0.6247,91200,5234,71,409,3,3-5,en,Health & Fitness,Workout Trackers,2024,strongermobile,https://www.tiktok.com/@strongermobile/photo/7405142462743858465
Now people know where you get your good looks from. Enid Dress $148.80 $248 Final sale Select a size or 4 payments of $37.20 by afterpay,other,strong,10.20375335,0.6246,190300,210,3,9,26,11-26,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/7040168766109519151
Nos cartes de Noël 🎄🎅 édition limitée,other,strong,10.20009307,0.6246,54800,645,28,3,7,6-10,fr,Finance,Banking Apps,2024,pixpay,https://www.tiktok.com/@pixpay/video/7449058198985641238
Investing is risky. Securities offered through Robinhood Financial LLC.,other,strong,10.19672131,0.6245,248800,13000,47,83,9,6-10,en,Finance,Stock Market Analysis,2023,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7220942712550247726
"""Perennemente a dieta"" ?!",other,strong,10.1937828,0.6244,50500,2121,54,9,4,3-5,it,Health & Fitness,Diet & Nutrition,2023,mycherryapp,https://www.tiktok.com/@mycherryapp/video/7215984606279912709
I have a present for you! Oooo What is it? Enter the password first: Goldfish Abracadabra I love you Hmmmm Nope No!,other,strong,10.19292605,0.6244,63400,810,82,70,22,11-26,en,Entertainment,Fan Communities,2024,daze.chat,https://www.tiktok.com/@daze.chat/video/7371565680920939818
