hook,intent,production,funnel,effort,is_template,usability,usability_band,archetype,tier,om,om_pct,views,words,word_band,lang,main_category,subcategory,year,username,permalink
Try this with our AI,PROVOKE,TALKING_HEAD,REACH,2,False,42.9,moderate,imperative,strong,6.766188445,0.5388,34900,5,3-5,en,Photo & Video,Video Editing,2024,mojo.app,https://www.tiktok.com/@mojo.app/video/7348831346455743786
Pov: you don't know what's happening in class,RELATE,SKIT_OR_POV,REACH,3,False,42.9,moderate,pov_realism,strong,12.18340611,0.6562,55800,8,6-10,en,Education,AI Study Tools,2024,answer.ai.app,https://www.tiktok.com/@answer.ai.app/video/7437277987491319071
So here are four of my favorite sustainable brands,RELATE,TALKING_HEAD,REACH,2,False,42.8,moderate,story_teaser,strong,6.691689008,0.5362,124800,9,6-10,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/6952890105115806981
A dog that doesn't like to walk?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.8,moderate,question,baseline,4.311289733,0.4163,11800,7,6-10,en,Social Networking,Video Communities,2024,nextdoor,https://www.tiktok.com/@nextdoor/video/7401300691605589279
My payday routine as a girl who has her sh*t together,SELL,TALKING_HEAD,CONVERT,2,False,42.8,moderate,invitation,strong,6.689320388,0.5361,68900,11,11-26,en,Finance,Financial Literacy Tools,2024,financielle,https://www.tiktok.com/@financielle/photo/7385226723824274721
When you are an expensive girl on a 💫budget💫,RELATE,SKIT_OR_POV,REACH,3,False,42.8,moderate,pov_realism,strong,12.14072201,0.655,26400,9,6-10,en,Photo & Video,Story Templates,2024,instoriesapp,https://www.tiktok.com/@instoriesapp/video/7346308020395101458
"""I wish I knew how to shop healthier at the grocery store""",SELL,SCREEN_DEMO,CONVERT,3,False,42.8,moderate,demonstration,strong,12.16981132,0.6558,3870,12,11-26,en,Food & Drink,Food Journaling,2023,gococo_app,https://www.tiktok.com/@gococo_app/video/7226633638195088683
3 difficult but healthy questions to ask your best friends,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.8,moderate,listicle,baseline,4.314049587,0.4166,156600,10,6-10,en,Entertainment,Comedy Platforms,2024,flamingo.cards,https://www.tiktok.com/@flamingo.cards/photo/7404650968836623662
3 x AI TOOLS THAT FEEL ILLEGAL TO KNOW ABOUT! 😱😱😱 These 3 x free AI tools feel so ILLEGAL to know about! 😱,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.8,moderate,outcome_proof,baseline,4.309521282,0.4162,20300,24,11-26,en,Productivity,,2023,power.ai,https://www.tiktok.com/@power.ai/video/7202079898473630978
International Chocolate Day! What’s your fave recipe?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.8,moderate,question,baseline,4.304601824,0.416,2100000,7,6-10,en,Entertainment,Interactive Story Games,2024,tocaboca,https://www.tiktok.com/@tocaboca/video/7414142728814071073
Is Spring in Japan overrated? 🤔🌸 Japan during cherry blossom season:,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.8,moderate,question,baseline,4.303543099,0.4158,8138,11,11-26,no,Travel,Itinerary Planning,2024,klook_usa,https://www.tiktok.com/@klook_usa/video/7393528827370081567
WHAT'S YOUR NAME?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.8,moderate,question,baseline,4.291975215,0.4151,14200,3,3-5,en,Social Networking,Friend Finders,2024,saturday.app,https://www.tiktok.com/@saturday.app/video/7381526267654311211
HELP ME PICK MY SENIOR TRIP DESTINATION SENIOR TRIP → WHERE TO?,PROVOKE,TALKING_HEAD,REACH,2,False,42.8,moderate,question,strong,6.726932668,0.5374,5395,12,11-26,ur,Travel,Trip Journals,2024,lemon8travel,https://www.tiktok.com/@lemon8travel/photo/7342977523854282030
Is somebody gonna match my freak? (I'm saving 'what I eat in a day' videos to use as inspiration for my meals),PROVOKE,TALKING_HEAD,REACH,2,False,42.8,moderate,question,strong,6.693548387,0.5363,8715,22,11-26,en,Health & Fitness,Diet & Nutrition,2024,bitepal.app,https://www.tiktok.com/@bitepal.app/video/7381225981761096965
POV: tackling my fear of flying one tree dance at a time FEAR OF HEIGHTS??,RELATE,SKIT_OR_POV,REACH,3,False,42.8,moderate,pov_realism,strong,12.10999471,0.6545,22900,15,11-26,en,Travel,Itinerary Planning,2024,klook_usa,https://www.tiktok.com/@klook_usa/video/7364939414327397674
Pov : on a mixer StockX et Kayak et on en a fait une appli...,RELATE,SKIT_OR_POV,REACH,3,False,42.8,moderate,pov_realism,strong,12.15710723,0.6555,19500,15,11-26,fr,Shopping,Price Comparators,2023,sneakyspy_,https://www.tiktok.com/@sneakyspy_/photo/7253860843819961627
try not to change your wallpaper impossible,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.8,moderate,imperative,baseline,4.303886926,0.4159,365400,7,6-10,en,Entertainment,Fan Communities,2024,wallpiics,https://www.tiktok.com/@wallpiics/photo/7365914987644079392
"What do your parents think you do for work, and what do you actually do? Part 2",PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.8,moderate,question,baseline,4.290762241,0.4149,17000,17,11-26,en,Productivity,Document Management,2024,grammarlyofficial,https://www.tiktok.com/@grammarlyofficial/video/7356283041209175326
i'm sick of kidnapping families!,TEACH,TALKING_HEAD,NURTURE,2,False,42.8,moderate,problem_solution,strong,6.6875,0.536,10700000,5,3-5,en,Education,Language Learning,2024,duolingo,https://www.tiktok.com/@duolingo/video/7327752679034326315
7 DEADLY SINS: WHY SLOTH DRAINS YOUR DREAMS?,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.8,moderate,listicle,baseline,4.31559633,0.4167,1176,8,6-10,en,Lifestyle,Mindfulness & Self-Care,2023,jesus.soulway,https://www.tiktok.com/@jesus.soulway/video/7273941807078067488
"""Why don't you go into the office more often?""",RELATE,SKIT_OR_POV,REACH,3,False,42.8,moderate,quote_dialogue,strong,12.14203895,0.6552,10600,9,6-10,en,Business,HR & Payroll,2024,okmentor,https://www.tiktok.com/@okmentor/video/7442019814681496865
ONE DEGREE HOTTER Class of 2023 how to throw a 2023 grad party,TEACH,SCREEN_DEMO,NURTURE,3,False,42.8,moderate,demonstration,strong,12.17446371,0.6559,76900,13,11-26,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7205354812488174894
how to get cute icons for iphone,TEACH,SCREEN_DEMO,NURTURE,3,False,42.8,moderate,demonstration,strong,12.06434316,0.6539,67500,7,6-10,en,Utilities,Custom Widgets,2021,screenkit.app,https://www.tiktok.com/@screenkit.app/video/7009131900547697922
6 ways to protect your peace in your relationship 1) You don't have to accept other people's advice or opinions on your relationship,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.8,moderate,listicle,baseline,4.302521008,0.4157,6400,23,11-26,en,Social Networking,Interest-Based Groups,2024,pairedapp,https://www.tiktok.com/@pairedapp/video/7329572657609837856
What To Eat at Chinatown Avg. $15.00,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.7,moderate,question,baseline,4.281074697,0.4142,14500,7,6-10,en,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/photo/7312499359692705057
When you’re 5 nights in at a party hostel in Budapest Party hostel life...,RELATE,SKIT_OR_POV,REACH,3,False,42.7,moderate,pov_realism,strong,11.90615836,0.6517,81200,14,11-26,en,Travel,Adventure Travel,2022,hostelworld,https://www.tiktok.com/@hostelworld/video/7167292922105269509
When you and your friends find a one-click photo-editing app,RELATE,SCREEN_DEMO,REACH,3,False,42.7,moderate,pov_realism,strong,11.99857644,0.653,118000,10,6-10,en,Photo & Video,Photo Editing,2022,remini,https://www.tiktok.com/@remini/video/7174212351321820459
NAIL INSPO Which is your fave set? lemons,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.7,moderate,comparative,baseline,4.281074697,0.4142,14500,8,6-10,en,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/video/7303856755539316000
2002 2020 They all are beautiful 😢,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.7,moderate,listicle,baseline,4.27394636,0.4138,2231,7,6-10,en,Photo & Video,Meme Creators,2021,avatarify.ai,https://www.tiktok.com/@avatarify.ai/video/7027816444435991810
When I'm eating pizza for the 3rd day in a row and YAZIO doesn't stop sending me notifications,PROVOKE,TALKING_HEAD,REACH,2,False,42.7,moderate,pov_realism,strong,6.674856675,0.5358,16300,18,11-26,en,Food & Drink,Calorie Counters,2024,yazioapp,https://www.tiktok.com/@yazioapp/video/7438956044199398688
GLOBAL LAUNCH DATE...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.7,moderate,reveal_tease,baseline,4.288377874,0.4148,3450,3,3-5,en,Games,Action & Adventure,2024,ignitetournaments,https://www.tiktok.com/@ignitetournaments/video/7362699734277999915
your boss when EXTRA VACATION travel meme,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.7,moderate,direct_address,baseline,4.279299014,0.4141,3907,7,6-10,en,Travel,Itinerary Planning,2024,hoppsy.travel.app,https://www.tiktok.com/@hoppsy.travel.app/video/7387672327309233440
3 TIPS TO SPOT A QUALITY GARMENT these are my 3 easy tips,TEACH,TALKING_HEAD,NURTURE,2,False,42.7,moderate,listicle,strong,6.671717172,0.5356,396300,13,11-26,en,Shopping,Flash Deals,2023,klarna,https://www.tiktok.com/@klarna/video/7223139292791442734
HOW TO: death to her 20's theme 💀🩸🖤,TEACH,SCREEN_DEMO,NURTURE,3,False,42.7,moderate,question,strong,11.98448508,0.6527,75700,8,6-10,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7296281327765114155
How's your coding journey going?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.7,moderate,question,baseline,4.287966369,0.4147,8160,5,3-5,en,Education,Coding Education,2022,mimo_org,https://www.tiktok.com/@mimo_org/video/7162149647782366470
英語フレーズ So what? [ソー・ワット] だから何?、どうでもいいじゃん! ※英会話習得法はInstagramとTwitterで無料解説(プロフへ) So what?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.7,moderate,question,baseline,4.268965517,0.4136,123800,8,6-10,ja,Education,Language Learning,2022,fluenday.japan,https://www.tiktok.com/@fluenday.japan/video/7090452151436332290
"TikTok recap videos, Matt James and Rachael breaking up, Speidi saving the internet, everyone worried about their recipe collections... the nostalgia is going crazy rn.",ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.7,moderate,shock_statement,baseline,4.252699784,0.4128,1969,25,11-26,en,Food & Drink,Cooking Tutorials,2025,sizzleapp,https://www.tiktok.com/@sizzleapp/video/7460606351811562795
POV: When you want a rainbow hair 🌈,RELATE,SKIT_OR_POV,REACH,3,False,42.6,moderate,pov_realism,strong,11.79736294,0.6503,25500,8,6-10,en,Photo & Video,Photo Editing,2024,hypic_global,https://www.tiktok.com/@hypic_global/video/7325674865309273390
"In the United States, we would never say Hi teacher Teacher I have a question",PROVOKE,TALKING_HEAD,REACH,2,False,42.6,moderate,warning_mistake,strong,6.641509434,0.5344,105600,15,11-26,en,Education,Language Learning,2024,fluentjoy_english,https://www.tiktok.com/@fluentjoy_english/video/7372021591070362897
Three money mistakes I made in college,PROVE,TALKING_HEAD,CONVERT,2,False,42.6,moderate,outcome_proof,strong,6.631782946,0.534,513300,7,6-10,et,Education,Study Aids & Flashcards,2024,chegg,https://www.tiktok.com/@chegg/video/7348452774318853406
5 BARANG YANG BIKIN KAMAR TIDUR SELALU WANGI check it out now!,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.6,moderate,listicle,baseline,4.235339506,0.4116,5489,12,11-26,en,Lifestyle,Beauty & Skincare,2024,lemon8indonesia,https://www.tiktok.com/@lemon8indonesia/photo/7384479955687689477
16 Personalities Turns up... late early perfectly on time,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.6,moderate,listicle,baseline,4.245085738,0.4123,20300,9,6-10,en,Social Networking,Friend Finders,2024,boo_app,https://www.tiktok.com/@boo_app/video/7411166319623589166
16 Personalities Turns up... late ISFP INTP ESFP ENTP ESTP ISTP ESTJ ISTJ early ISFJ ESFJ ENFJ INFJ ENTJ perfectly on time,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.6,moderate,listicle,baseline,4.245085738,0.4123,20300,22,11-26,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7311672164552412458
"Me and my ADHD brain, finally focused on work I was finally focused on work when suddenly...",ENTERTAIN,TALKING_HEAD,REACH,2,False,42.6,moderate,reveal_tease,strong,6.623859649,0.5337,9439,17,11-26,en,Productivity,Focus Timers,2022,withopal,https://www.tiktok.com/@withopal/video/7078686564187917573
If you haven’t used Notion AI,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.6,moderate,direct_address,baseline,4.246621622,0.4126,125700,6,6-10,en,Photo & Video,Video Editing,2023,synthesia.ai,https://www.tiktok.com/@synthesia.ai/video/7205664830500457733
"""it saved my life""",RELATE,SKIT_OR_POV,REACH,3,False,42.6,moderate,quote_dialogue,strong,11.86484395,0.6513,4600000,4,3-5,en,Health & Fitness,Fitness Challenges,2023,gymshark,https://www.tiktok.com/@gymshark/photo/7253148699168165146
What most people th,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.6,moderate,question,baseline,4.242242542,0.412,28300,4,3-5,en,Productivity,,2024,plantappai,https://www.tiktok.com/@plantappai/video/7368875545490181382
"When you literally work in marketing but everyone is ""putting out fires"", heading into ""war rooms"" and adding tasks to their ""radars"" Is it that deep?",RELATE,SKIT_OR_POV,REACH,3,False,42.6,moderate,pov_realism,strong,11.7760181,0.6499,104100,26,11-26,en,Business,Task & Project Management,2023,later.com,https://www.tiktok.com/@later.com/video/7267257851549191457
It took me 6 months to change my FACE SHAPE and I'll teach you in 3 seconds 👌,SELL,TALKING_HEAD,CONVERT,2,False,42.6,moderate,benefit_promise,strong,6.629957643,0.534,8609,18,11-26,en,Health & Fitness,Yoga & Pilates,2024,luvly.app,https://www.tiktok.com/@luvly.app/video/7436324862131506487
Which country has more than one official language?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.6,moderate,question,baseline,4.235649547,0.4117,280400,8,6-10,en,Education,Language Learning,2021,lingodeer.app,https://www.tiktok.com/@lingodeer.app/video/7012214825929526533
ICYMI 💚 the Cannes Lions Festival was Cannes-tastic!!!,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.6,moderate,shock_statement,baseline,4.233082707,0.4116,3378,8,6-10,en,Social Networking,Video Communities,2023,okcool,https://www.tiktok.com/@okcool/video/7252782223554776346
Reply to Niceandting's comment Hows this look for libra rising?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.5,moderate,question,baseline,4.204678363,0.4091,71900,10,6-10,en,Entertainment,Fan Communities,2024,chaninicholas,https://www.tiktok.com/@chaninicholas/video/7431333829123673390
New Message Don't say Don't forget that... Say I would like to remind you that...,ENTERTAIN,TALKING_HEAD,REACH,2,False,42.5,moderate,reveal_tease,strong,6.577877822,0.5322,52600,15,11-26,en,Education,Language Learning,2024,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7364948895178198304
How to do Vegas with only $50 💸,TEACH,SCREEN_DEMO,NURTURE,3,False,42.5,moderate,demonstration,strong,11.73290938,0.6493,73800,8,6-10,en,Finance,Budgeting & Expense Tracking,2023,super,https://www.tiktok.com/@super/video/7250229055197334826
Which color you want to see next time? 🐌,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.5,moderate,question,baseline,4.227880331,0.4108,332100,9,6-10,en,Health & Fitness,Sleep Analysis,2020,mintaltrackerasmr,https://www.tiktok.com/@mintaltrackerasmr/video/6860295719534841094
This Story is CRAZY,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.5,moderate,shock_statement,baseline,4.228571429,0.411,74000,4,3-5,en,Health & Fitness,Meditation & Mindfulness,2021,breathenow.app,https://www.tiktok.com/@breathenow.app/video/7015565399097904389
My current saving goals My current saving goals As a girlie who's getting her money sh*t together,SELL,TALKING_HEAD,CONVERT,2,False,42.5,moderate,invitation,strong,6.611650485,0.5331,68100,17,11-26,en,Finance,Financial Literacy Tools,2024,financielle,https://www.tiktok.com/@financielle/photo/7405284880139029792
Come workout with me on Ladder!,SELL,TALKING_HEAD,CONVERT,2,False,42.5,moderate,invitation,strong,6.593406593,0.5326,14400,6,6-10,en,Health & Fitness,Workout Trackers,2022,joinladder,https://www.tiktok.com/@joinladder/video/7130412231753370926
"When the voices start telling me that shopping is just ""self care"" and ""I deserve the new outfit""",RELATE,SKIT_OR_POV,REACH,3,False,42.5,moderate,pov_realism,strong,11.70196672,0.6486,7735,18,11-26,en,Shopping,E-commerce Marketplaces,2023,fashwire,https://www.tiktok.com/@fashwire/video/7250850332719238443
Are you acting like summer when your body is craving winter?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.5,moderate,question,baseline,4.226415094,0.4107,3248,11,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,embody.space,https://www.tiktok.com/@embody.space/photo/7452760542961503534
"""You just smashed your daily step goal, now you've gotta show it off to your friend!""",RELATE,SCREEN_DEMO,REACH,3,False,42.5,moderate,quote_dialogue,strong,11.73400348,0.6494,60700,16,11-26,en,Health & Fitness,Step Counters,2024,sweatcoin,https://www.tiktok.com/@sweatcoin/video/7426076965142301960
How I expect everyone to react when I show them my step count,PROVE,SCREEN_DEMO,CONVERT,3,False,42.5,moderate,outcome_proof,strong,11.69534119,0.6484,60500,13,11-26,en,Health & Fitness,Step Counters,2024,sweatcoin,https://www.tiktok.com/@sweatcoin/video/7407106589871639824
Stop ✋ take a lung test,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.5,moderate,imperative,baseline,4.211428571,0.4096,73700,6,6-10,tl,Health & Fitness,Meditation & Mindfulness,2022,breathenow.app,https://www.tiktok.com/@breathenow.app/video/7050120278529166639
Don't do this superset if you want a phat juicy a$$,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.5,moderate,imperative,baseline,4.212981744,0.4098,2077,11,11-26,en,Health & Fitness,Diet & Nutrition,2024,lemon8fitness,https://www.tiktok.com/@lemon8fitness/photo/7335115711800511786
What my Gen Z friends hear when I try to tell them about saving for retirement Securities offered through Robinhood Financial LLC,PROVOKE,TALKING_HEAD,REACH,2,False,42.5,moderate,question,strong,6.586065574,0.5324,160700,22,11-26,en,Finance,Stock Market Analysis,2023,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7208975735405464878
"5 ways to transform your food TONIGHT dw, they r cheap and easy zest",TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.5,moderate,listicle,baseline,4.222648752,0.4105,15400,14,11-26,en,Food & Drink,Cooking Tutorials,2024,zestappcooking,https://www.tiktok.com/@zestappcooking/photo/7354387908800843051
How to personalize your background on Linktree,TEACH,SCREEN_DEMO,NURTURE,3,False,42.5,moderate,demonstration,strong,11.69753086,0.6485,37900,7,6-10,en,Social Networking,Link Sharing/ Bio Management,2023,linktr.ee,https://www.tiktok.com/@linktr.ee/video/7204211908419898625
Your rising sign,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.5,moderate,direct_address,baseline,4.210526316,0.4095,72000,3,3-5,it,Entertainment,Fan Communities,2022,chaninicholas,https://www.tiktok.com/@chaninicholas/video/7174867900371701038
Bella told Edward that she is pregnant!!!😂😂😂,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.4,moderate,shock_statement,baseline,4.183908046,0.407,2184,7,6-10,en,Photo & Video,Meme Creators,2021,avatarify.ai,https://www.tiktok.com/@avatarify.ai/video/7002607557323902210
When you accidentally say 더 맵게 해주세요 instead of 덜맵게 해주세요 and now you are crying sniffing sweating rolling on the floor,RELATE,SKIT_OR_POV,REACH,3,False,42.4,moderate,pov_realism,strong,11.52717391,0.6462,212100,22,11-26,ko,Education,Language Learning,2023,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7298873226090843393
How I edit my photos to have film/vintage look,PROVE,TALKING_HEAD,CONVERT,2,False,42.4,moderate,outcome_proof,strong,6.502835539,0.5298,3440,9,6-10,en,Photo & Video,Collage Makers,2023,collageableapp,https://www.tiktok.com/@collageableapp/video/7233512340149374214
please help me find this!!,ENTERTAIN,TALKING_HEAD,REACH,2,False,42.4,moderate,shock_statement,strong,6.544133672,0.5313,9008,5,3-5,en,Social Networking,Photo Sharing,2024,inspirethecosmos,https://www.tiktok.com/@inspirethecosmos/video/7402732862853745950
How I add Bluetooth to my iPod,PROVE,TALKING_HEAD,CONVERT,2,False,42.4,moderate,outcome_proof,strong,6.533930858,0.5307,5103,7,6-10,en,Productivity,Note-Taking,2024,lemon8prod,https://www.tiktok.com/@lemon8prod/photo/7335522218035760415
How I watch my 1 hr lecture in 3 minutes 😱,PROVE,TALKING_HEAD,CONVERT,2,False,42.4,moderate,outcome_proof,strong,6.51303155,0.5303,7122,11,11-26,en,Productivity,Note-Taking,2024,chaton.app,https://www.tiktok.com/@chaton.app/video/7427126685222440223
How I’m stretching my December paycheck until the end of January,PROVOKE,TALKING_HEAD,REACH,2,False,42.4,moderate,question,strong,6.495145631,0.5294,66900,11,11-26,en,Finance,Financial Literacy Tools,2023,financielle,https://www.tiktok.com/@financielle/photo/7312528957239217440
Does this mean Drake is coming 👀...,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.4,moderate,question,baseline,4.179856115,0.4067,58100,7,6-10,en,Music,Concert Finder,2023,beepr_app,https://www.tiktok.com/@beepr_app/video/7263152416969723179
Millennial boss: “Do you want to come into the office and teach me how to make silly tiktoks?”,TEACH,SCREEN_DEMO,NURTURE,3,False,42.4,moderate,demonstration,strong,11.60326087,0.6472,213500,18,11-26,en,Education,Language Learning,2023,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7292934228340346113
What are y'all's biggest red flags?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.4,moderate,question,baseline,4.20349345,0.4089,481300,6,6-10,en,Entertainment,Fan Communities,2023,costarastrology,https://www.tiktok.com/@costarastrology/video/7203064673023888682
When your kid opens THE drawer,RELATE,SKIT_OR_POV,REACH,3,False,42.4,moderate,pov_realism,strong,11.54729589,0.6466,110600,6,6-10,en,Lifestyle,Mindfulness & Self-Care,2022,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7178975374070615297
"When you and your friend check into a new hostel, and now you have to decide which one of you gets the only available bottom bunk",RELATE,SKIT_OR_POV,REACH,3,False,42.4,moderate,pov_realism,strong,11.52492669,0.6461,78600,26,11-26,en,Travel,Adventure Travel,2023,hostelworld,https://www.tiktok.com/@hostelworld/video/7299454464237309216
Hostel life be like...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.4,moderate,reveal_tease,baseline,4.193548387,0.4076,28600,4,3-5,en,Travel,Adventure Travel,2021,hostelworld,https://www.tiktok.com/@hostelworld/video/7019270667145137413
"If you could learn any language in the world,",PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.4,moderate,direct_address,baseline,4.190825688,0.4074,2284,9,6-10,en,Education,Language Learning,2023,memriseapp,https://www.tiktok.com/@memriseapp/video/7240100843859528987
How to debt proof yourself (never go into debt) How to debt proof yourself,TEACH,SCREEN_DEMO,NURTURE,3,False,42.4,moderate,demonstration,strong,11.58252427,0.6469,119300,14,11-26,it,Finance,Financial Literacy Tools,2024,financielle,https://www.tiktok.com/@financielle/photo/7370833939365236001
"""Want to cut your screen time in half?""",RELATE,SKIT_OR_POV,REACH,3,False,42.4,moderate,quote_dialogue,strong,11.55686419,0.6466,15700,8,6-10,en,Health & Fitness,Meditation & Mindfulness,2021,getclearspace,https://www.tiktok.com/@getclearspace/video/6991196780675239174
finding it hard to meet new people in Manchester?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.4,moderate,question,baseline,4.203869048,0.409,2825,9,6-10,en,Social Networking,Event-Based Networks,2024,findyourcliq,https://www.tiktok.com/@findyourcliq/video/7334789832465517856
"How much screen time? Santa Barbara, CA",PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,question,baseline,4.167832168,0.4057,5662,7,6-10,en,Health & Fitness,Meditation & Mindfulness,2022,getclearspace,https://www.tiktok.com/@getclearspace/video/7169001439036083502
"""When your professor makes an 아재개그 joke but you have to laugh cuz your grades matter more""",RELATE,SKIT_OR_POV,REACH,3,False,42.3,moderate,quote_dialogue,strong,11.45652174,0.6451,210800,17,11-26,la,Education,Language Learning,2023,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7306679562052635906
Do nothing for 30 seconds,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,question,baseline,4.166910688,0.4056,1423,5,3-5,en,Health & Fitness,Meditation & Mindfulness,2024,meditopiapp,https://www.tiktok.com/@meditopiapp/video/7332538481496968454
Finally ready to advertise your online course that TikTok expectations vs. reality,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.3,moderate,comparative,baseline,4.17540107,0.4063,1952,12,11-26,en,Business,Small Business Tools,2022,teachable.com,https://www.tiktok.com/@teachable.com/video/7120683292097121582
Português Hamster Español Is Italian the Odd One Out?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,question,baseline,4.17218543,0.406,63000,9,6-10,br,Education,Language Learning,2025,babbel,https://www.tiktok.com/@babbel/video/7460903310711688491
How to serve mango 🥭 for babies,TEACH,SCREEN_DEMO,NURTURE,3,False,42.3,moderate,demonstration,strong,11.42857143,0.6446,10400,7,6-10,en,,,2023,blwmealsapp,https://www.tiktok.com/@blwmealsapp/video/7194989042037951786
How many stripes are there?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,question,baseline,4.162953533,0.405,327000,5,3-5,en,Health & Fitness,Sleep Analysis,2020,mintaltrackerasmr,https://www.tiktok.com/@mintaltrackerasmr/video/6856998933936295173
How Paris is becoming a car-free city expanding bike paths,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,question,baseline,4.173913043,0.4062,4416,10,6-10,en,Social Networking,Interest-Based Groups,2024,chilli.app,https://www.tiktok.com/@chilli.app/video/7385137938507582762
YO I JUST GOT A NEW SUPER POWER!!!,ENTERTAIN,TALKING_HEAD,REACH,2,False,42.3,moderate,shock_statement,strong,6.447339369,0.5279,14600,8,6-10,en,Entertainment,Comedy Platforms,2024,textjungle,https://www.tiktok.com/@textjungle/video/7367847511672769825
Would you date a girl if she can lift more than you?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,question,baseline,4.16794361,0.4058,27200,12,11-26,en,Health & Fitness,Fitness Challenges,2024,flex.app,https://www.tiktok.com/@flex.app/video/7397149004301208837
I used this app to generate phone wallpapers using AI,SELL,SCREEN_DEMO,CONVERT,3,False,42.3,moderate,product_showcase,strong,11.45508982,0.645,1913,10,6-10,en,Photo & Video,Meme Creators,2023,imagine.aiart,https://www.tiktok.com/@imagine.aiart/video/7269765775659994374
Your best plant care tips step 1,PROVOKE,SCREEN_DEMO,REACH,3,False,42.3,moderate,direct_address,strong,11.43241426,0.6448,17000,7,6-10,en,Reference,Scientific Resources,2023,plantum_app,https://www.tiktok.com/@plantum_app/video/7228864326172478725
POV: I saw Carrie Bradshaw wearing a pigeon clutch so I'm renting it 😅🐦,RELATE,SKIT_OR_POV,REACH,3,False,42.3,moderate,pov_realism,strong,11.39182361,0.644,24800,14,11-26,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7412685079190736160
« Les règles ça fait mal » T'as déjà pris un but à 93ème sur fifa ?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,question,baseline,4.175370226,0.4063,5357,17,11-26,fr,Games,Action & Adventure,2023,mately_gg,https://www.tiktok.com/@mately_gg/video/7270171049424112928
